node_1,node_2,start_of_interaction,end_of_interaction,duration
11993,11995,24641,24681,40
11993,11995,24725,24774,49
11993,11995,24829,24832,3
11993,11995,25138,25139,1
11993,11995,25143,25145,2
11993,11995,25147,25175,28
11993,11995,25182,25212,30
11993,11995,25420,25426,6
11993,11995,25891,25913,22
11993,11995,25954,25961,7
11993,11995,25971,25980,9
11993,11995,26187,26219,32
11993,11995,26448,26491,43
11993,11995,26523,26524,1
11993,11995,27680,27757,77
11993,11995,27992,28000,8
11993,11995,28265,28309,44
11993,11996,161,252,91
11993,11996,387,401,14
11993,11996,638,659,21
11993,11996,1768,1780,12
11993,11996,1803,1826,23
11993,11996,1850,1856,6
11993,11996,1858,1859,1
11993,11996,2369,2378,9
11993,11996,2428,2472,44
11993,11996,2796,2886,90
11993,11996,4580,4631,51
11993,11996,5747,5790,43
11993,11996,6685,6692,7
11993,11996,6721,6759,38
11993,11996,6830,6834,4
11993,11996,6849,6853,4
11993,11996,6917,6923,6
11993,11996,6945,6947,2
11993,11996,7041,7073,32
11993,11996,7084,7098,14
11993,11996,8144,8160,16
11993,11996,8279,8302,23
11993,11996,8307,8317,10
11993,11996,8593,8614,21
11993,11996,8632,8635,3
11993,11996,8638,8639,1
11993,11996,8984,8993,9
11993,11996,10276,10292,16
11993,11996,10306,10327,21
11993,11996,10794,10803,9
11993,11996,10831,10848,17
11993,11996,10891,10943,52
11993,11996,11730,11747,17
11993,11996,11834,11859,25
11993,11996,11862,11876,14
11993,11996,11969,12047,78
11993,11996,12506,12510,4
11993,11996,12583,12597,14
11993,11996,12997,13032,35
11993,11996,13044,13106,62
11993,11996,13424,13438,14
11993,11996,13594,13602,8
11993,11996,13645,13651,6
11993,11996,13688,13701,13
11993,11996,13721,13744,23
11993,11996,13760,13778,18
11993,11996,13969,13983,14
11993,11996,14008,14016,8
11993,11996,14258,14282,24
11993,11996,14287,14289,2
11993,11996,14345,14368,23
11993,11996,14525,14540,15
11993,11996,14555,14567,12
11993,11996,14682,14714,32
11993,11996,14846,14873,27
11993,11996,15054,15091,37
11993,11996,15677,15688,11
11993,11996,15690,15691,1
11993,11996,15693,15711,18
11993,11996,15912,15934,22
11993,11996,16065,16086,21
11993,11996,16421,16423,2
11993,11996,16884,16888,4
11993,11996,16893,16898,5
11993,11996,17568,17573,5
11993,11996,17578,17584,6
11993,11996,18149,18150,1
11993,11996,18152,18157,5
11993,11996,18214,18248,34
11993,11996,18733,18760,27
11993,11996,18811,18832,21
11993,11996,18923,18936,13
11993,11996,19625,19638,13
11993,11996,19784,19807,23
11993,11996,19811,19816,5
11993,11996,20108,20139,31
11993,11996,20524,20548,24
11993,11996,20740,20749,9
11993,11996,20758,20770,12
11993,11996,20774,20775,1
11993,11996,20908,20917,9
11993,11996,20944,20954,10
11993,11996,20956,20958,2
11993,11996,20961,20969,8
11993,11996,22200,22231,31
11993,11996,22236,22250,14
11993,11996,22407,22425,18
11993,11996,22471,22487,16
11993,11996,22501,22508,7
11993,11996,22513,22533,20
11993,11996,22535,22537,2
11993,11996,23637,23639,2
11993,11996,23641,23645,4
11993,11996,23740,23742,2
11993,11996,24234,24239,5
11993,11996,24259,24260,1
11993,11996,25121,25142,21
11993,11996,25266,25272,6
11993,11996,25810,25827,17
11993,11996,25835,25847,12
11993,11996,25849,25851,2
11993,11996,26092,26101,9
11993,11996,26303,26333,30
11993,11996,27405,27412,7
11993,11996,27529,27568,39
11993,11996,27627,27657,30
11993,11996,27666,27670,4
11993,11996,27674,27679,5
11993,11996,28682,28699,17
11993,11996,28703,28707,4
11993,11996,28724,28733,9
11993,11997,474,484,10
11993,11997,1951,1965,14
11993,11997,1980,1984,4
11993,11997,1988,1990,2
11993,11997,2927,2950,23
11993,11997,2997,3013,16
11993,11997,3308,3310,2
11993,11997,3320,3321,1
11993,11997,3407,3415,8
11993,11997,3691,3709,18
11993,11997,3844,3858,14
11993,11997,3910,3918,8
11993,11997,4252,4288,36
11993,11997,4302,4308,6
11993,11997,4650,4652,2
11993,11997,4655,4662,7
11993,11997,4681,4689,8
11993,11997,7754,7775,21
11993,11997,8124,8138,14
11993,11997,8211,8214,3
11993,11997,8216,8217,1
11993,11997,8235,8250,15
11993,11997,9405,9444,39
11993,11997,10361,10397,36
11993,11997,10954,10980,26
11993,11997,11015,11036,21
11993,11997,11789,11793,4
11993,11997,11829,11837,8
11993,11997,12390,12402,12
11993,11997,12426,12439,13
11993,11997,12443,12461,18
11993,11997,12611,12653,42
11993,11997,13162,13211,49
11993,11997,13246,13248,2
11993,11997,18210,18226,16
11993,11997,18324,18325,1
11993,11997,18361,18370,9
11993,11997,19336,19341,5
11993,11997,19343,19381,38
11993,11997,19587,19605,18
11993,11997,20646,20680,34
11993,11997,20874,20912,38
11993,11997,21114,21133,19
11993,11997,21928,21933,5
11993,11997,22072,22083,11
11993,11997,22198,22238,40
11993,11997,22268,22283,15
11993,11997,22980,23008,28
11993,11997,23025,23043,18
11993,11997,24238,24257,19
11993,11997,25928,25974,46
11993,11998,313,342,29
11993,11998,346,348,2
11993,11998,904,907,3
11993,11998,909,956,47
11993,11998,2307,2367,60
11993,11998,3066,3078,12
11993,11998,3643,3654,11
11993,11998,3668,3702,34
11993,11998,3817,3832,15
11993,11998,3835,3840,5
11993,11998,3884,3900,16
11993,11998,4034,4061,27
11993,11998,4169,4173,4
11993,11998,4639,4655,16
11993,11998,4669,4697,28
11993,11998,4726,4742,16
11993,11998,4786,4798,12
11993,11998,6096,6105,9
11993,11998,6216,6227,11
11993,11998,6740,6759,19
11993,11998,6959,7065,106
11993,11998,7100,7144,44
11993,11998,7458,7495,37
11993,11998,7497,7501,4
11993,11998,7505,7524,19
11993,11998,7627,7641,14
11993,11998,7658,7669,11
11993,11998,7725,7736,11
11993,11998,7845,7878,33
11993,11998,8161,8166,5
11993,11998,8283,8310,27
11993,11998,8341,8356,15
11993,11998,8399,8413,14
11993,11998,8441,8442,1
11993,11998,8504,8512,8
11993,11998,8582,8590,8
11993,11998,8673,8720,47
11993,11998,10325,10333,8
11993,11998,10665,10726,61
11993,11998,12873,12886,13
11993,11998,12898,12915,17
11993,11998,13115,13148,33
11993,11998,13330,13366,36
11993,11998,13604,13631,27
11993,11998,13749,13758,9
11993,11998,14066,14083,17
11993,11998,14094,14121,27
11993,11998,16107,16127,20
11993,11998,16258,16281,23
11993,11998,17774,17801,27
11993,11998,18439,18444,5
11993,11998,21901,21928,27
11993,11998,22268,22280,12
11993,11998,22610,22642,32
11993,11998,23787,23794,7
11993,11998,23802,23817,15
11993,11998,24927,24928,1
11993,11998,24949,24953,4
11993,11998,25011,25051,40
11993,11998,25057,25076,19
11993,11998,25702,25725,23
11993,11998,26055,26073,18
11993,11998,27261,27290,29
11993,11998,27304,27305,1
11993,11998,28583,28595,12
11993,11999,101,150,49
11993,11999,190,195,5
11993,11999,260,263,3
11993,11999,271,297,26
11993,11999,743,751,8
11993,11999,1071,1073,2
11993,11999,1077,1093,16
11993,11999,1095,1101,6
11993,11999,1143,1199,56
11993,11999,1201,1222,21
11993,11999,1836,1855,19
11993,11999,1985,1987,2
11993,11999,1997,2024,27
11993,11999,2032,2050,18
11993,11999,2077,2117,40
11993,11999,2264,2267,3
11993,11999,2398,2426,28
11993,11999,2468,2482,14
11993,11999,5299,5344,45
11993,11999,6974,6994,20
11993,11999,7056,7057,1
11993,11999,7059,7089,30
11993,11999,7713,7740,27
11993,11999,7868,7870,2
11993,11999,7933,7942,9
11993,11999,7966,7982,16
11993,11999,8038,8078,40
11993,11999,8082,8119,37
11993,11999,8156,8166,10
11993,11999,8235,8256,21
11993,11999,8318,8328,10
11993,11999,8367,8369,2
11993,11999,8398,8403,5
11993,11999,8502,8512,10
11993,11999,8576,8615,39
11993,11999,8630,8637,7
11993,11999,8771,8799,28
11993,11999,8851,8871,20
11993,11999,8893,8908,15
11993,11999,8997,8999,2
11993,11999,9427,9430,3
11993,11999,9653,9711,58
11993,11999,10127,10167,40
11993,11999,11677,11690,13
11993,11999,12498,12532,34
11993,11999,12540,12565,25
11993,11999,13282,13309,27
11993,11999,13330,13379,49
11993,11999,13390,13408,18
11993,11999,13412,13414,2
11993,11999,13424,13437,13
11993,11999,13439,13440,1
11993,11999,13775,13777,2
11993,11999,13797,13807,10
11993,11999,13809,13838,29
11993,11999,13842,13854,12
11993,11999,13962,13969,7
11993,11999,14073,14097,24
11993,11999,14184,14185,1
11993,11999,14187,14214,27
11993,11999,14692,14749,57
11993,11999,15206,15207,1
11993,11999,16647,16663,16
11993,11999,16685,16711,26
11993,11999,16713,16717,4
11993,11999,16786,16806,20
11993,11999,16875,16880,5
11993,11999,17882,17887,5
11993,11999,17979,18026,47
11993,11999,19694,19695,1
11993,11999,19702,19703,1
11993,11999,19709,19713,4
11993,11999,19776,19795,19
11993,11999,19821,19823,2
11993,11999,19825,19837,12
11993,11999,19888,19892,4
11993,11999,19924,19933,9
11993,11999,19940,19949,9
11993,11999,19958,19970,12
11993,11999,20272,20296,24
11993,11999,20319,20323,4
11993,11999,20362,20367,5
11993,11999,20383,20411,28
11993,11999,20578,20591,13
11993,11999,22878,22895,17
11993,11999,24326,24339,13
11993,11999,24359,24411,52
11993,11999,24424,24437,13
11993,11999,25055,25061,6
11993,11999,25705,25718,13
11993,11999,25856,25895,39
11993,11999,26386,26387,1
11993,11999,26498,26514,16
11993,11999,26517,26536,19
11993,11999,26564,26608,44
11993,11999,26681,26705,24
11993,11999,27105,27113,8
11993,11999,27570,27585,15
11993,11999,28284,28304,20
11993,11999,28306,28308,2
11993,11999,28340,28344,4
11993,12000,164,182,18
11993,12000,258,312,54
11993,12000,332,430,98
11993,12000,507,527,20
11993,12000,589,596,7
11993,12000,801,810,9
11993,12000,2510,2516,6
11993,12000,3108,3120,12
11993,12000,3123,3127,4
11993,12000,3129,3130,1
11993,12000,3132,3149,17
11993,12000,3153,3159,6
11993,12000,3170,3203,33
11993,12000,5947,5969,22
11993,12000,6179,6200,21
11993,12000,7675,7686,11
11993,12000,9050,9060,10
11993,12000,9523,9580,57
11993,12000,9588,9591,3
11993,12000,9594,9599,5
11993,12000,9665,9688,23
11993,12000,10739,10750,11
11993,12000,10753,10757,4
11993,12000,10760,10761,1
11993,12000,10765,10773,8
11993,12000,10870,10875,5
11993,12000,10909,10963,54
11993,12000,10991,10999,8
11993,12000,11002,11003,1
11993,12000,11268,11280,12
11993,12000,11581,11609,28
11993,12000,11755,11767,12
11993,12000,12184,12185,1
11993,12000,12702,12714,12
11993,12000,12748,12754,6
11993,12000,12769,12810,41
11993,12000,13036,13068,32
11993,12000,13549,13550,1
11993,12000,13552,13575,23
11993,12000,13678,13701,23
11993,12000,16460,16461,1
11993,12000,16497,16504,7
11993,12000,16531,16547,16
11993,12000,16560,16561,1
11993,12000,16628,16662,34
11993,12000,16970,16979,9
11993,12000,17057,17068,11
11993,12000,17246,17259,13
11993,12000,18154,18188,34
11993,12000,18231,18235,4
11993,12000,18287,18318,31
11993,12000,18536,18539,3
11993,12000,19314,19326,12
11993,12000,19541,19554,13
11993,12000,19557,19563,6
11993,12000,19601,19628,27
11993,12000,19669,19702,33
11993,12000,19853,19884,31
11993,12000,19920,19926,6
11993,12000,19935,19964,29
11993,12000,19968,19973,5
11993,12000,19983,20036,53
11993,12000,20041,20042,1
11993,12000,20052,20063,11
11993,12000,21384,21387,3
11993,12000,21454,21491,37
11993,12000,21603,21605,2
11993,12000,21812,21816,4
11993,12000,21819,21856,37
11993,12000,21878,21938,60
11993,12000,22040,22042,2
11993,12000,22045,22080,35
11993,12000,22273,22304,31
11993,12000,23891,23908,17
11993,12000,23953,23959,6
11993,12000,25596,25633,37
11993,12000,28094,28100,6
11993,12000,28124,28150,26
11993,12000,28169,28180,11
11993,12000,28271,28291,20
11994,11995,58,71,13
11994,11995,184,190,6
11994,11995,219,244,25
11994,11995,278,296,18
11994,11995,298,303,5
11994,11995,307,311,4
11994,11995,316,319,3
11994,11995,322,337,15
11994,11995,787,816,29
11994,11995,848,856,8
11994,11995,1152,1155,3
11994,11995,1172,1183,11
11994,11995,1453,1488,35
11994,11995,1500,1511,11
11994,11995,1547,1554,7
11994,11995,1583,1596,13
11994,11995,3326,3353,27
11994,11995,3362,3386,24
11994,11995,3621,3638,17
11994,11995,3973,3984,11
11994,11995,5185,5187,2
11994,11995,5245,5255,10
11994,11995,5343,5344,1
11994,11995,5373,5392,19
11994,11995,5403,5406,3
11994,11995,5412,5416,4
11994,11995,5425,5439,14
11994,11995,5443,5458,15
11994,11995,5460,5463,3
11994,11995,5652,5664,12
11994,11995,5689,5690,1
11994,11995,5696,5700,4
11994,11995,5718,5791,73
11994,11995,5937,5974,37
11994,11995,5982,5985,3
11994,11995,5989,5990,1
11994,11995,6020,6026,6
11994,11995,6392,6421,29
11994,11995,6423,6427,4
11994,11995,7035,7077,42
11994,11995,7155,7168,13
11994,11995,7222,7226,4
11994,11995,7228,7233,5
11994,11995,7269,7280,11
11994,11995,7296,7317,21
11994,11995,7596,7597,1
11994,11995,8060,8081,21
11994,11995,8469,8475,6
11994,11995,8540,8554,14
11994,11995,8727,8774,47
11994,11995,8778,8820,42
11994,11995,9106,9112,6
11994,11995,9118,9137,19
11994,11995,9632,9656,24
11994,11995,9684,9695,11
11994,11995,9957,9967,10
11994,11995,9971,9972,1
11994,11995,10229,10253,24
11994,11995,10633,10650,17
11994,11995,10654,10655,1
11994,11995,10700,10712,12
11994,11995,12135,12163,28
11994,11995,12200,12203,3
11994,11995,12227,12233,6
11994,11995,12269,12279,10
11994,11995,12324,12334,10
11994,11995,12421,12441,20
11994,11995,12650,12661,11
11994,11995,12700,12725,25
11994,11995,12763,12790,27
11994,11995,12839,12854,15
11994,11995,12962,12981,19
11994,11995,13161,13166,5
11994,11995,13204,13219,15
11994,11995,14476,14523,47
11994,11995,14940,14956,16
11994,11995,15139,15146,7
11994,11995,15201,15209,8
11994,11995,15741,15743,2
11994,11995,15759,15776,17
11994,11995,17019,17031,12
11994,11995,17369,17448,79
11994,11995,18079,18092,13
11994,11995,18256,18290,34
11994,11995,18309,18319,10
11994,11995,18337,18345,8
11994,11995,18858,18868,10
11994,11995,19213,19236,23
11994,11995,19825,19826,1
11994,11995,19847,19848,1
11994,11995,19940,19945,5
11994,11995,19985,20006,21
11994,11995,20386,20402,16
11994,11995,22427,22428,1
11994,11995,22448,22466,18
11994,11995,23136,23151,15
11994,11995,23690,23694,4
11994,11995,24657,24658,1
11994,11995,24664,24667,3
11994,11995,24778,24792,14
11994,11995,24795,24798,3
11994,11995,24840,24844,4
11994,11995,25201,25206,5
11994,11995,25456,25484,28
11994,11995,25491,25508,17
11994,11995,26529,26530,1
11994,11995,26532,26539,7
11994,11995,26546,26555,9
11994,11995,26558,26565,7
11994,11995,27854,27898,44
11994,11995,27904,27921,17
11994,11996,300,302,2
11994,11996,825,895,70
11994,11996,1233,1237,4
11994,11996,2010,2042,32
11994,11996,2062,2071,9
11994,11996,2073,2093,20
11994,11996,2113,2129,16
11994,11996,2202,2256,54
11994,11996,2258,2274,16
11994,11996,3114,3136,22
11994,11996,4122,4126,4
11994,11996,4130,4139,9
11994,11996,4226,4256,30
11994,11996,5167,5170,3
11994,11996,5174,5200,26
11994,11996,9123,9135,12
11994,11996,9186,9189,3
11994,11996,9525,9527,2
11994,11996,9529,9530,1
11994,11996,9532,9542,10
11994,11996,9861,9892,31
11994,11996,9897,9929,32
11994,11996,9950,9974,24
11994,11996,10002,10011,9
11994,11996,10024,10042,18
11994,11996,10258,10263,5
11994,11996,11719,11741,22
11994,11996,11977,11990,13
11994,11996,12011,12058,47
11994,11996,12134,12135,1
11994,11996,12152,12153,1
11994,11996,12162,12178,16
11994,11996,12200,12216,16
11994,11996,12396,12401,5
11994,11996,14048,14058,10
11994,11996,14354,14371,17
11994,11996,14383,14404,21
11994,11996,14573,14597,24
11994,11996,14611,14631,20
11994,11996,15996,16034,38
11994,11996,16482,16521,39
11994,11996,17057,17083,26
11994,11996,17157,17187,30
11994,11996,17219,17228,9
11994,11996,17273,17305,32
11994,11996,20568,20586,18
11994,11996,20922,20943,21
11994,11996,21393,21405,12
11994,11996,21438,21450,12
11994,11996,21524,21583,59
11994,11996,22354,22372,18
11994,11996,22956,22976,20
11994,11996,23230,23247,17
11994,11996,23574,23580,6
11994,11996,23604,23653,49
11994,11996,23777,23801,24
11994,11996,23813,23833,20
11994,11996,23847,23861,14
11994,11996,23864,23884,20
11994,11996,24049,24069,20
11994,11996,24084,24086,2
11994,11996,24091,24114,23
11994,11996,24249,24271,22
11994,11996,24284,24286,2
11994,11996,24353,24373,20
11994,11996,24385,24393,8
11994,11996,24400,24408,8
11994,11996,24415,24437,22
11994,11996,24444,24452,8
11994,11996,24484,24485,1
11994,11996,24508,24534,26
11994,11996,24972,24990,18
11994,11996,25063,25068,5
11994,11996,25072,25076,4
11994,11996,25286,25290,4
11994,11996,25292,25293,1
11994,11996,25295,25334,39
11994,11996,25337,25356,19
11994,11996,26109,26123,14
11994,11996,26939,26949,10
11994,11996,26979,26982,3
11994,11997,38,54,16
11994,11997,1121,1133,12
11994,11997,2392,2394,2
11994,11997,2463,2478,15
11994,11997,2633,2641,8
11994,11997,2795,2834,39
11994,11997,2845,2856,11
11994,11997,2883,2884,1
11994,11997,2923,2927,4
11994,11997,4153,4176,23
11994,11997,4644,4659,15
11994,11997,5303,5304,1
11994,11997,5307,5319,12
11994,11997,5322,5332,10
11994,11997,5658,5664,6
11994,11997,6477,6492,15
11994,11997,6569,6576,7
11994,11997,6926,6927,1
11994,11997,6929,6930,1
11994,11997,6984,6992,8
11994,11997,6998,7016,18
11994,11997,10132,10150,18
11994,11997,10228,10265,37
11994,11997,11495,11502,7
11994,11997,11595,11597,2
11994,11997,11599,11697,98
11994,11997,11836,11851,15
11994,11997,11915,11933,18
11994,11997,12500,12521,21
11994,11997,12764,12776,12
11994,11997,12911,12916,5
11994,11997,12918,12929,11
11994,11997,12935,12942,7
11994,11997,12977,12978,1
11994,11997,13161,13181,20
11994,11997,13183,13184,1
11994,11997,13193,13209,16
11994,11997,13810,13840,30
11994,11997,13851,13884,33
11994,11997,13974,13984,10
11994,11997,14222,14230,8
11994,11997,14236,14260,24
11994,11997,16711,16766,55
11994,11997,16782,16784,2
11994,11997,16811,16829,18
11994,11997,16915,16938,23
11994,11997,16990,16994,4
11994,11997,17207,17228,21
11994,11997,17785,17811,26
11994,11997,17850,17859,9
11994,11997,18258,18262,4
11994,11997,18983,19018,35
11994,11997,19999,20023,24
11994,11997,20100,20110,10
11994,11997,20190,20213,23
11994,11997,20284,20301,17
11994,11997,20596,20598,2
11994,11997,20920,20938,18
11994,11997,20944,20957,13
11994,11997,20976,21012,36
11994,11997,21255,21284,29
11994,11997,21418,21419,1
11994,11997,21422,21425,3
11994,11997,22373,22383,10
11994,11997,22524,22527,3
11994,11997,22873,22889,16
11994,11997,24254,24325,71
11994,11997,25001,25043,42
11994,11997,25054,25056,2
11994,11997,25645,25652,7
11994,11997,25670,25684,14
11994,11997,26064,26077,13
11994,11997,27554,27599,45
11994,11998,630,656,26
11994,11998,1066,1081,15
11994,11998,1097,1103,6
11994,11998,1350,1364,14
11994,11998,2762,2784,22
11994,11998,4242,4253,11
11994,11998,4258,4267,9
11994,11998,5399,5416,17
11994,11998,6309,6311,2
11994,11998,6315,6338,23
11994,11998,6472,6476,4
11994,11998,6487,6502,15
11994,11998,6509,6529,20
11994,11998,6693,6704,11
11994,11998,6866,6891,25
11994,11998,8625,8637,12
11994,11998,9317,9360,43
11994,11998,9437,9444,7
11994,11998,9882,9929,47
11994,11998,9948,9949,1
11994,11998,9962,9968,6
11994,11998,9970,9971,1
11994,11998,9973,9974,1
11994,11998,9991,10005,14
11994,11998,10009,10011,2
11994,11998,10136,10161,25
11994,11998,10235,10238,3
11994,11998,10883,10884,1
11994,11998,11074,11083,9
11994,11998,11103,11106,3
11994,11998,11110,11112,2
11994,11998,11163,11166,3
11994,11998,11294,11308,14
11994,11998,11488,11522,34
11994,11998,11533,11584,51
11994,11998,11804,11822,18
11994,11998,12775,12819,44
11994,11998,12888,12893,5
11994,11998,13076,13094,18
11994,11998,13125,13144,19
11994,11998,15988,16022,34
11994,11998,16130,16146,16
11994,11998,16686,16713,27
11994,11998,16789,16793,4
11994,11998,16842,16852,10
11994,11998,17255,17271,16
11994,11998,17616,17625,9
11994,11998,17653,17678,25
11994,11998,19533,19578,45
11994,11998,22931,22969,38
11994,11998,23166,23181,15
11994,11998,23860,23874,14
11994,11998,23948,23963,15
11994,11998,26138,26149,11
11994,11998,27049,27084,35
11994,11998,27090,27109,19
11994,11999,614,620,6
11994,11999,760,770,10
11994,11999,786,835,49
11994,11999,1408,1415,7
11994,11999,1529,1545,16
11994,11999,3754,3756,2
11994,11999,3760,3770,10
11994,11999,4146,4180,34
11994,11999,4200,4274,74
11994,11999,4280,4288,8
11994,11999,4771,4787,16
11994,11999,4969,4976,7
11994,11999,5251,5263,12
11994,11999,6331,6354,23
11994,11999,6447,6467,20
11994,11999,6485,6488,3
11994,11999,6501,6510,9
11994,11999,6590,6611,21
11994,11999,6876,6903,27
11994,11999,8009,8038,29
11994,11999,8804,8810,6
11994,11999,9567,9572,5
11994,11999,9574,9588,14
11994,11999,10497,10514,17
11994,11999,10535,10536,1
11994,11999,10541,10574,33
11994,11999,10578,10602,24
11994,11999,11057,11068,11
11994,11999,11088,11127,39
11994,11999,11149,11168,19
11994,11999,11175,11182,7
11994,11999,11227,11234,7
11994,11999,11263,11308,45
11994,11999,11319,11327,8
11994,11999,11332,11336,4
11994,11999,11338,11345,7
11994,11999,11350,11352,2
11994,11999,11411,11433,22
11994,11999,12489,12497,8
11994,11999,12524,12569,45
11994,11999,14761,14789,28
11994,11999,14819,14852,33
11994,11999,15315,15330,15
11994,11999,15338,15368,30
11994,11999,15480,15522,42
11994,11999,15657,15678,21
11994,11999,15832,15858,26
11994,11999,17438,17447,9
11994,11999,18044,18067,23
11994,11999,18083,18086,3
11994,11999,18089,18110,21
11994,11999,18136,18148,12
11994,11999,19423,19439,16
11994,11999,19823,19848,25
11994,11999,19976,19986,10
11994,11999,20873,20886,13
11994,11999,21353,21393,40
11994,11999,21535,21604,69
11994,11999,21751,21754,3
11994,11999,21758,21772,14
11994,11999,21778,21783,5
11994,11999,21830,21832,2
11994,11999,21972,22012,40
11994,11999,22023,22081,58
11994,11999,22132,22151,19
11994,11999,22231,22232,1
11994,11999,22235,22241,6
11994,11999,22249,22296,47
11994,11999,22303,22307,4
11994,11999,22309,22315,6
11994,11999,22320,22322,2
11994,11999,22405,22440,35
11994,11999,22562,22568,6
11994,11999,23454,23474,20
11994,11999,23910,23919,9
11994,11999,23932,23949,17
11994,11999,25564,25571,7
11994,11999,26002,26026,24
11994,11999,26672,26719,47
11994,11999,26763,26779,16
11994,11999,27225,27236,11
11994,11999,27290,27333,43
11994,11999,27342,27356,14
11994,12000,812,834,22
11994,12000,900,910,10
11994,12000,933,944,11
11994,12000,1246,1288,42
11994,12000,1725,1760,35
11994,12000,1771,1782,11
11994,12000,1799,1816,17
11994,12000,2210,2217,7
11994,12000,2239,2266,27
11994,12000,3307,3332,25
11994,12000,3371,3376,5
11994,12000,3602,3657,55
11994,12000,3953,3955,2
11994,12000,3976,3987,11
11994,12000,4000,4030,30
11994,12000,4039,4062,23
11994,12000,4081,4097,16
11994,12000,4283,4302,19
11994,12000,4319,4321,2
11994,12000,4323,4338,15
11994,12000,4916,4925,9
11994,12000,5047,5059,12
11994,12000,5062,5064,2
11994,12000,5068,5092,24
11994,12000,5094,5110,16
11994,12000,5128,5137,9
11994,12000,6381,6405,24
11994,12000,6413,6432,19
11994,12000,6482,6485,3
11994,12000,6487,6536,49
11994,12000,6538,6539,1
11994,12000,6571,6580,9
11994,12000,6987,7043,56
11994,12000,7231,7261,30
11994,12000,7281,7297,16
11994,12000,7310,7318,8
11994,12000,7333,7336,3
11994,12000,7344,7399,55
11994,12000,7439,7446,7
11994,12000,7547,7560,13
11994,12000,7989,8015,26
11994,12000,9070,9141,71
11994,12000,9143,9145,2
11994,12000,9182,9196,14
11994,12000,9201,9203,2
11994,12000,9219,9267,48
11994,12000,12657,12704,47
11994,12000,12946,12948,2
11994,12000,12958,12960,2
11994,12000,12962,12986,24
11994,12000,12996,13019,23
11994,12000,13022,13025,3
11994,12000,18478,18491,13
11994,12000,18685,18694,9
11994,12000,18859,18875,16
11994,12000,20349,20373,24
11994,12000,20513,20538,25
11994,12000,21137,21142,5
11994,12000,21232,21236,4
11994,12000,21326,21334,8
11994,12000,21643,21644,1
11994,12000,21751,21765,14
11994,12000,25092,25096,4
11994,12000,25101,25103,2
11994,12000,25406,25448,42
11994,12000,27120,27133,13
11994,12000,27746,27776,30
11994,12000,27813,27816,3
11994,12000,27862,27877,15
11994,12000,28168,28173,5
11994,12000,28179,28204,25
11994,12000,28303,28331,28
11995,11996,351,356,5
11995,11996,399,476,77
11995,11996,595,619,24
11995,11996,692,693,1
11995,11996,841,842,1
11995,11996,849,861,12
11995,11996,1243,1277,34
11995,11996,2301,2309,8
11995,11996,2494,2511,17
11995,11996,3712,3744,32
11995,11996,4571,4597,26
11995,11996,4841,4863,22
11995,11996,4910,4945,35
11995,11996,4953,4987,34
11995,11996,5183,5195,12
11995,11996,5212,5221,9
11995,11996,8966,8982,16
11995,11996,9044,9045,1
11995,11996,9058,9064,6
11995,11996,9068,9070,2
11995,11996,9073,9171,98
11995,11996,9274,9276,2
11995,11996,9437,9445,8
11995,11996,9450,9453,3
11995,11996,9457,9466,9
11995,11996,9932,9967,35
11995,11996,10221,10230,9
11995,11996,10234,10235,1
11995,11996,10239,10247,8
11995,11996,10466,10480,14
11995,11996,10507,10536,29
11995,11996,10710,10733,23
11995,11996,11134,11160,26
11995,11996,11167,11194,27
11995,11996,11201,11215,14
11995,11996,12121,12145,24
11995,11996,12147,12148,1
11995,11996,12178,12206,28
11995,11996,12737,12761,24
11995,11996,12785,12790,5
11995,11996,12806,12808,2
11995,11996,12810,12811,1
11995,11996,12853,12854,1
11995,11996,12871,12910,39
11995,11996,12920,12924,4
11995,11996,13348,13360,12
11995,11996,14176,14223,47
11995,11996,14523,14533,10
11995,11996,15857,15865,8
11995,11996,17697,17699,2
11995,11996,17713,17744,31
11995,11996,17910,17913,3
11995,11996,19700,19726,26
11995,11996,20132,20139,7
11995,11996,20463,20465,2
11995,11996,20467,20469,2
11995,11996,21034,21096,62
11995,11996,21463,21498,35
11995,11996,23312,23333,21
11995,11996,23349,23361,12
11995,11996,23647,23662,15
11995,11996,23727,23741,14
11995,11996,24543,24559,16
11995,11996,25000,25052,52
11995,11996,25090,25113,23
11995,11996,25327,25345,18
11995,11996,25388,25405,17
11995,11996,25514,25569,55
11995,11996,27469,27505,36
11995,11996,27669,27683,14
11995,11997,1126,1149,23
11995,11997,4479,4480,1
11995,11997,4500,4502,2
11995,11997,4543,4563,20
11995,11997,4601,4611,10
11995,11997,4781,4791,10
11995,11997,4830,4834,4
11995,11997,4909,4925,16
11995,11997,5614,5618,4
11995,11997,5642,5665,23
11995,11997,5670,5674,4
11995,11997,5819,5823,4
11995,11997,7056,7078,22
11995,11997,7106,7115,9
11995,11997,7128,7134,6
11995,11997,8336,8368,32
11995,11997,9827,9865,38
11995,11997,10002,10003,1
11995,11997,10005,10006,1
11995,11997,10042,10048,6
11995,11997,10159,10200,41
11995,11997,10219,10258,39
11995,11997,10457,10469,12
11995,11997,10888,10894,6
11995,11997,10896,10898,2
11995,11997,10901,10905,4
11995,11997,11052,11085,33
11995,11997,11486,11500,14
11995,11997,12288,12301,13
11995,11997,12334,12350,16
11995,11997,12756,12760,4
11995,11997,12763,12774,11
11995,11997,13001,13004,3
